record_id,title,document_type,technology_domain,incident_type,severity,region,affected_system,root_cause,resolution_status,document_owner,last_updated,description,resolution_steps,lessons_learned,tags
LL-0008,Lessons learned: polling failure in SCADA (Southern),Lessons Learned,SCADA,Polling Failure,S2,All,Multiple,Power Issue,Archived,SCADA Operations Team,2025-03-07,Retrospective summary of recent polling failure events in the SCADA domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Validate configuration changes in a test profile before production deployment.,scada|polling-failure|retrospective
LL-0009,Lessons learned: outage in Core Network (Southern),Lessons Learned,Core Network,Outage,S2,All,Multiple,Vendor Bug,Archived,Core Mobility Team,2025-02-08,Retrospective summary of recent outage events in the Core Network domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Record vendor case number in the closure form so future searches resolve faster.,core network|outage|retrospective
LL-0010,Lessons learned: degradation in IP/MPLS (Central),Lessons Learned,IP/MPLS,Degradation,S2,All,Multiple,Configuration Error,Archived,IP Backbone Team,2026-03-03,Retrospective summary of recent degradation events in the IP/MPLS domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Tighten the stale-record review threshold for this technology domain.,ip-mpls|degradation|retrospective
LL-0011,Lessons learned: synchronization failure in SCADA (Central),Lessons Learned,SCADA,Synchronization Failure,S2,All,Multiple,Unknown,Archived,SCADA Operations Team,2026-01-05,Retrospective summary of recent synchronization failure events in the SCADA domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Validate configuration changes in a test profile before production deployment.,scada|synchronization-failure|retrospective
LL-0012,Lessons learned: performance issue in IP/MPLS (Eastern),Lessons Learned,IP/MPLS,Performance Issue,S2,All,Multiple,Power Issue,Archived,IP Backbone Team,2025-01-26,Retrospective summary of recent performance issue events in the IP/MPLS domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Update the diagnostic playbook with the first-action step used here.,ip-mpls|performance-issue|retrospective
LL-0013,Lessons learned: polling failure in NMS/OSS (Southern),Lessons Learned,NMS/OSS,Polling Failure,S2,All,Multiple,Vendor Bug,Archived,NMS Engineering Team,2024-09-08,Retrospective summary of recent polling failure events in the NMS/OSS domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Update the diagnostic playbook with the first-action step used here.,nms-oss|polling-failure|retrospective
LL-0014,Lessons learned: degradation in Microwave (Western),Lessons Learned,Microwave,Degradation,S2,All,Multiple,Link Failure,Archived,Microwave Team,2025-01-03,Retrospective summary of recent degradation events in the Microwave domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Validate configuration changes in a test profile before production deployment.,microwave|degradation|retrospective
LL-0015,Lessons learned: connectivity loss in Core Network (Northern),Lessons Learned,Core Network,Connectivity Loss,S2,All,Multiple,Hardware Failure,Archived,Core Mobility Team,2026-01-28,Retrospective summary of recent connectivity loss events in the Core Network domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Add a pre-change checklist item for this parameter family.,core network|connectivity-loss|retrospective
LL-0016,Lessons learned: alarm in Microwave (Western),Lessons Learned,Microwave,Alarm,S2,All,Multiple,Unknown,Archived,Microwave Team,2026-08-22,Retrospective summary of recent alarm events in the Microwave domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Record vendor case number in the closure form so future searches resolve faster.,microwave|alarm|retrospective
LL-0017,Lessons learned: degradation in Core Network (Eastern),Lessons Learned,Core Network,Degradation,S2,All,Multiple,Vendor Bug,Archived,Core Mobility Team,2025-02-03,Retrospective summary of recent degradation events in the Core Network domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Update the diagnostic playbook with the first-action step used here.,core network|degradation|retrospective
LL-0018,Lessons learned: configuration issue in Microwave (Northern),Lessons Learned,Microwave,Configuration Issue,S2,All,Multiple,Hardware Failure,Archived,Microwave Team,2024-01-23,Retrospective summary of recent configuration issue events in the Microwave domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,microwave|configuration-issue|retrospective
LL-0019,Lessons learned: connectivity loss in Power Systems (Central),Lessons Learned,Power Systems,Connectivity Loss,S2,All,Multiple,Vendor Bug,Archived,Power Infrastructure Team,2024-03-08,Retrospective summary of recent connectivity loss events in the Power Systems domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,power systems|connectivity-loss|retrospective
LL-0020,Lessons learned: synchronization failure in NMS/OSS (Eastern),Lessons Learned,NMS/OSS,Synchronization Failure,S2,All,Multiple,Firmware Issue,Archived,NMS Engineering Team,2025-10-13,Retrospective summary of recent synchronization failure events in the NMS/OSS domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,nms-oss|synchronization-failure|retrospective
LL-0021,Lessons learned: connectivity loss in NMS/OSS (Southern),Lessons Learned,NMS/OSS,Connectivity Loss,S2,All,Multiple,Unknown,Archived,NMS Engineering Team,2024-10-19,Retrospective summary of recent connectivity loss events in the NMS/OSS domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Tighten the stale-record review threshold for this technology domain.,nms-oss|connectivity-loss|retrospective
LL-0022,Lessons learned: performance issue in Core Network (Western),Lessons Learned,Core Network,Performance Issue,S2,All,Multiple,Human Error,Archived,Core Mobility Team,2024-03-08,Retrospective summary of recent performance issue events in the Core Network domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Tighten the stale-record review threshold for this technology domain.,core network|performance-issue|retrospective
LL-0023,Lessons learned: degradation in Access Network (Eastern),Lessons Learned,Access Network,Degradation,S2,All,Multiple,Configuration Error,Archived,Access Engineering Team,2025-01-16,Retrospective summary of recent degradation events in the Access Network domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Record vendor case number in the closure form so future searches resolve faster.,access network|degradation|retrospective
LL-0024,Lessons learned: degradation in Power Systems (Southern),Lessons Learned,Power Systems,Degradation,S2,All,Multiple,Capacity Saturation,Archived,Power Infrastructure Team,2025-03-06,Retrospective summary of recent degradation events in the Power Systems domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Add a pre-change checklist item for this parameter family.,power systems|degradation|retrospective
LL-0025,Lessons learned: performance issue in Microwave (Southern),Lessons Learned,Microwave,Performance Issue,S2,All,Multiple,Hardware Failure,Archived,Microwave Team,2025-01-12,Retrospective summary of recent performance issue events in the Microwave domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,microwave|performance-issue|retrospective
LL-0026,Lessons learned: synchronization failure in IP/MPLS (Southern),Lessons Learned,IP/MPLS,Synchronization Failure,S2,All,Multiple,Hardware Failure,Archived,IP Backbone Team,2024-11-13,Retrospective summary of recent synchronization failure events in the IP/MPLS domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Record vendor case number in the closure form so future searches resolve faster.,ip-mpls|synchronization-failure|retrospective
